"Item Code",Position,Description,Type,"Interval Months","Interval Hours","Interval Landings","Adjusted Interval","Part Number","Part Serial","Last Completed Date","Last Completed Hours","Last Completed Landings","Last Completed City","Due Next Date","Due Next Hours","Due Next Landings","Time Remaining","Hours Remaining","Landings Remaining",Status,"Status Note"
"72-3671 R2	",E2**R,"COMBUSTION CHAMBER PLENUM CASE INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3672	",E1**L,"LPT1 TURBINE NOZZLE WITHOUT ATTACHED AIR SEAL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3672	",E2**R,"LPT1 TURBINE NOZZLE WITHOUT ATTACHED AIR SEAL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3674	",E1**L,"MAIN SUPPORT FRAME INSPECT",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3674	",E2**R,"MAIN SUPPORT FRAME INSPECT",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3674 R1	",E1**L,"MAIN SUPPORT FRAME INSPECT",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3674 R1	",E2**R,"MAIN SUPPORT FRAME INSPECT",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3674 R2	",E1**L,"MAIN SUPPORT FRAME INSPECT",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3674 R2	",E2**R,"MAIN SUPPORT FRAME INSPECT",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3678	",E1**L,"CONSUMABLE KIT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3678	",E2**R,"CONSUMABLE KIT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3678 R1	",E1**L,"CONSUMABLE KIT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3678 R1	",E2**R,"CONSUMABLE KIT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3679	",E1**L,"PERFORMANCE RECOVERY TECHNIQUE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3679	",E2**R,"PERFORMANCE RECOVERY TECHNIQUE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3682	",E1**L,"1ST & 2ND STAGE ROTOR DISK REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3682	",E2**R,"1ST & 2ND STAGE ROTOR DISK REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3685	",E1**L,"2ND STAGE LP TURBINE BLADE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3685	",E2**R,"2ND STAGE LP TURBINE BLADE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72-3687	",E1**L,"LP COMPRESSOR 2ND STAGE DISCS REMOVE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3687	",E2**R,"LP COMPRESSOR 2ND STAGE DISCS REMOVE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3692	",E1**L,"HP TURBINE INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3692	",E2**R,"HP TURBINE INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3692 R1	",E1**L,"HP TURBINE INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3692 R1	",E2**R,"HP TURBINE INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3693	",E1**L,"HP TURBINE SHAFT ROUND NUT REPLACE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3693	",E2**R,"HP TURBINE SHAFT ROUND NUT REPLACE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3693 R1	",E1**L,"HP TURBINE SHAFT ROUND NUT REPLACE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3693 R1	",E2**R,"HP TURBINE SHAFT ROUND NUT REPLACE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3696	",E1**L,"AIR-OIL SEPARATOR INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3696	",E2**R,"AIR-OIL SEPARATOR INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3699	",E1**L,"HP TURBINE ROTOR DISK REMOVE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3699	",E2**R,"HP TURBINE ROTOR DISK REMOVE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711	",E1**L,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711	",E2**R,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R1	",E1**L,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R1	",E2**R,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R2	",E1**L,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R2	",E2**R,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R3	",E1**L,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R3	",E2**R,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R4	",E1**L,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R4	",E2**R,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R5	",E1**L,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3711 R5	",E2**R,"2ND STAGE LP COMPRESSOR ROTOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3740	",E1**L,"HP TURBINE ROTOR INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3740	",E2**R,"HP TURBINE ROTOR INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3759	",E1**L,"PLAIN ENCASED SEAL IMPROVE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3759	",E2**R,"PLAIN ENCASED SEAL IMPROVE",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3762	",E1**L,"2ND STAGE LP COMPRESSOR BLADE",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3762	",E2**R,"2ND STAGE LP COMPRESSOR BLADE",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3771	",E1**L,"2ND STAGE LP AXIAL COMPRESSOR ROTOR",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3771	",E2**R,"2ND STAGE LP AXIAL COMPRESSOR ROTOR",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3777	",E1**L,"2ND STAGE LP COMPRESSOR SHROUD",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3777	",E2**R,"2ND STAGE LP COMPRESSOR SHROUD",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"72-3786	",E1**L,"FAN INLET HOUSING INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3786	",E2**R,"FAN INLET HOUSING INSTALL",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3801	",E1**L,"3RD STAGE LP COMPRESSOR SHROUD",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-3801	",E2**R,"3RD STAGE LP COMPRESSOR SHROUD",sbsl,,,,,,"CAT 3",,0,0,,,0,0,,,,,
"72-A3748	",E1**L,"2ND & 3RD STAGE L COMPRESSOR ROTOR DISK",sbsl,,,,,,"CAT 1",,0,0,,,0,0,,,,,
"72-A3748	",E2**R,"2ND & 3RD STAGE L COMPRESSOR ROTOR DISK",sbsl,,,,,,"CAT 1",,0,0,,,0,0,,,,,
"72SB-01 R1	",,"ENGINE CONVERSION 3B 3C",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SB-01 R2	",,"ENGINE CONVERSION 3B/3C",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SB-02	",,"SINGLE ENGINE CONVERSION 3B/3C/3CR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SB-02	",,"SINGLE ENGINE CONVERSION 3B/3C/3CR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-01	",,"1ST & 2ND STAGE LP TURBINE ROTOR DISK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-04	",,"INSPECTION INTERVALS",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-04	",,"INSPECTION INTERVALS",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-04 R1	",,"INSPECTION INTERVALS",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-05	",,"HIGH PRESSURE TURBINE ROTOR BLADE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-06	",,"FAN ROTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-06 R1	",,"FAN ROTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-06 R2	",,"FAN ROTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-06 R3	",,"FAN ROTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-07 R1	",E2**R,"ENGINE INFLIGHT DATA RECORDING",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-08	",,"1ST STAGE LPT NOZZLE IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-08 R1	",,"1ST STAGE LPT NOZZLE IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-10	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3576 R2",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-11	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3587",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-13	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3307 R1",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-14	",,"XMIT ALLIED-SIGNAL SIL F731-83",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-14 R1	",,"XMIT ALLIED-SIGNAL SIL F731-83",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-15	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3613 R4",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-15 R1	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3613 R4",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-15 R2	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3613 R4",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-15 R3	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3613 R4",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-16	",,"XMIT ALLIED-SIGNAL SB TFE731-72-3597 R2",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-16 R1	",E1**L,"XMIT ALLIED-SIGNAL SB TFE731-72-3597 R2",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-19	",,"XMIT ALLIED-SIGNAL SL F731-78 R1",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-20	",,"XMIT ALLIED-SIGNAL ASB TFE731-A72-3636",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-21	",,"XMIT ALLIED-SIGNAL SIL F731-89",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-22	",E1**L,"XMIT HONEYWELL SB TFE731-A72-3668",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-23	",,"XMIT HONEYWELL SB TFE731-72-3466 R1",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-23 R1	",,"XMIT HONEYWELL SB TFE731-72-3466 R1",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-24 R1	",,"XMIT HONEYWELL SB TFE731-72-3720",sbsl,,,,,,,,0,0,,,0,0,,,,,
"72SL-25	",,"XMIT HONEYWELL SB TFE731-72-3728",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-01	",E1**L,"SHOULDERED GOVERNOR SHAFT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-01	",E2**R,"SHOULDERED GOVERNOR SHAFT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-01 R1	",E1**L,"SHOULDERED GOVERNOR SHAFT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-01 R1	",E2**R,"SHOULDERED GOVERNOR SHAFT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-01 R2	",E1**L,"SHOULDERED GOVERNOR SHAFT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-01 R2	",E2**R,"SHOULDERED GOVERNOR SHAFT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-04	",E1**L,"TORQUE MOTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-04	",E2**R,"TORQUE MOTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-04 R1	",E1**L,"TORQUE MOTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-04 R1	",E2**R,"TORQUE MOTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-04 R2	",E1**L,"TORQUE MOTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-04 R2	",E2**R,"TORQUE MOTOR INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-05	",E1**L,"ENGINE CONVERSION",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-05	",E2**R,"ENGINE CONVERSION",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-05 R1	",E1**L,"ENGINE CONVERSION",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-05 R1	",E2**R,"ENGINE CONVERSION",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-05 R2	",E1**L,"ENGINE CONVERSION",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-05 R2	",E2**R,"ENGINE CONVERSION",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-08	",E1**L,"FUEL CONTROL UNIT INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-08	",E2**R,"FUEL CONTROL UNIT INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-08 R1	",E1**L,"FUEL CONTROL UNIT INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-08 R1	",E2**R,"FUEL CONTROL UNIT INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-08 R2	",E1**L,"FUEL CONTROL UNIT INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-08 R2	",E2**R,"FUEL CONTROL UNIT INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-09	",E1**L,"FUEL CONTROL INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-09	",E2**R,"FUEL CONTROL INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-09 R1	",E1**L,"FUEL CONTROL INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-09 R1	",E2**R,"FUEL CONTROL INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-10	",E1**L,"FUEL CONTROL SOLENOID VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-10	",E2**R,"FUEL CONTROL SOLENOID VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-11	",E1**L,"FUEL CONTROL REPLACE",sbsl,,,,,,"CAT 1",,0,0,,,0,0,,,,,
"73-11	",E2**R,"FUEL CONTROL REPLACE",sbsl,,,,,,"CAT 1",,0,0,,,0,0,,,,,
"73-13	",E1**L,"FUEL CONTROL CONVERT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-13	",E2**R,"FUEL CONTROL CONVERT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-13 R1	",E1**L,"FUEL CONTROL CONVERT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-13 R1	",E2**R,"FUEL CONTROL CONVERT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3049	",E1**L,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3049	",E2**R,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3049 R1	",E1**L,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3049 R1	",E2**R,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3061	",E1**L,"MANIFOLD FUEL LINE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3061	",E2**R,"MANIFOLD FUEL LINE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3063	",E1**L,"POWER LEVER COVER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3063	",E2**R,"POWER LEVER COVER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3063 R1	",E1**L,"POWER LEVER COVER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3063 R1	",E2**R,"POWER LEVER COVER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3064	",E1**L,"LEAF SPRING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3064	",E2**R,"LEAF SPRING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067	",E1**L,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067	",E2**R,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067 R1	",E1**L,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067 R1	",E2**R,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067 R2	",E1**L,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067 R2	",E2**R,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067 R3	",E1**L,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3067 R3	",E2**R,"FUEL CONTROL REWORK",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072	",E1**L,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072	",E2**R,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072 R1	",E1**L,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072 R1	",E2**R,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072 R2	",E1**L,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072 R2	",E2**R,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072 R3	",E1**L,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3072 R3	",E2**R,"FUEL PUMP SHAFT SEAL REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3074	",E1**L,"FUEL FILTER BYPASS VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3074	",E2**R,"FUEL FILTER BYPASS VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3075	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R1	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R1	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R2	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R2	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R3	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R3	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R4	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R4	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R5	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R5	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R6	",E1**L,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3075 R6	",E2**R,"FUEL PUMP DIFFERENTIAL PRESSURE INDICATOR",sbsl,,,,,,"CAT 2",,0,0,,,0,0,,,,,
"73-3076	",E1**L,"MOTIVE FLOW PROPORTIONAL LOCKOUT VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3076	",E2**R,"MOTIVE FLOW PROPORTIONAL LOCKOUT VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3076 R1	",E1**L,"MOTIVE FLOW PROPORTIONAL LOCKOUT VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3076 R1	",E2**R,"MOTIVE FLOW PROPORTIONAL LOCKOUT VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3078	",E1**L,"FUEL PUMP MOD PLATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3078	",E2**R,"FUEL PUMP MOD PLATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3078 R1	",E1**L,"FUEL PUMP MOD PLATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3078 R1	",E2**R,"FUEL PUMP MOD PLATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3083	",E1**L,"FUEL PUMP ANTI-ICE VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3083	",E2**R,"FUEL PUMP ANTI-ICE VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3083 R1	",E1**L,"FUEL PUMP ANTI-ICE VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3083 R1	",E2**R,"FUEL PUMP ANTI-ICE VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3090	",E1**L,"FUEL CONTROL IMPROPER PLUGS",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3090	",E2**R,"FUEL CONTROL IMPROPER PLUGS",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3097	",E1**L,"METERING VALVE IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3097	",E2**R,"METERING VALVE IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3099	",E1**L,"FUEL PUMP FILTER BYPASS VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3099	",E2**R,"FUEL PUMP FILTER BYPASS VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3106	",E1**L,"FUEL HEATER CHECK VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3106	",E2**R,"FUEL HEATER CHECK VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3106 R1	",E1**L,"FUEL HEATER CHECK VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3106 R1	",E2**R,"FUEL HEATER CHECK VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3106 R2	",E1**L,"FUEL HEATER CHECK VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3106 R2	",E2**R,"FUEL HEATER CHECK VALVE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3108	",E1**L,"FUEL CONTROL P3 SENSE LINE GASKET",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3108	",E2**R,"FUEL CONTROL P3 SENSE LINE GASKET",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3108 R1	",E1**L,"FUEL CONTROL P3 SENSE LINE GASKET",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3108 R1	",E2**R,"FUEL CONTROL P3 SENSE LINE GASKET",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3109	",E1**L,"SERVICE TUBE CLAMP INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3109	",E2**R,"SERVICE TUBE CLAMP INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3109 R1	",E1**L,"SERVICE TUBE CLAMP INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3109 R1	",E2**R,"SERVICE TUBE CLAMP INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3110	",E1**L,"SECONDARY FLEXIBLE HOSE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3110	",E2**R,"SECONDARY FLEXIBLE HOSE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3110 R1	",E1**L,"SECONDARY FLEXIBLE HOSE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3110 R1	",E2**R,"SECONDARY FLEXIBLE HOSE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3112	",E1**L,"FUEL CONTROL VARIABLE RESISTOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3112	",E2**R,"FUEL CONTROL VARIABLE RESISTOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"73-3113	",E1**L,"FUEL HEATER OUTLET ADAPTER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
